_id,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
67e699ee1b0fff266ff23cb7,2,0,2,3,Meal Plan 1,0,Room_Type 4,99,Online,0,0,0,134.16,2,5/6/2018,Not_Canceled
67e699ef1b0fff266ff2985d,2,0,2,0,Not Selected,0,Room_Type 1,76,Online,0,0,0,79.2,1,11/27/2018,Canceled
67e699ee1b0fff266ff23c61,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,0,80.0,0,2/19/2018,Not_Canceled
67e699ee1b0fff266ff221ea,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,Offline,0,0,0,65.0,0,10/17/2017,Not_Canceled
67e699ef1b0fff266ff25935,2,1,1,2,Not Selected,0,Room_Type 1,31,Online,0,0,0,53.19,1,3/4/2018,Not_Canceled
67e699ee1b0fff266ff22688,2,0,0,1,Not Selected,1,Room_Type 1,2,Online,1,11,10,86.0,1,1/16/2018,Not_Canceled
67e699ef1b0fff266ff28c56,2,2,2,2,Meal Plan 1,0,Room_Type 6,194,Online,0,0,0,163.2,0,8/26/2018,Canceled
67e699ef1b0fff266ff29dc0,2,1,2,3,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,97.7,0,11/27/2018,Canceled
67e699ef1b0fff266ff27a96,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73.0,0,11/20/2017,Not_Canceled
67e699ef1b0fff266ff26237,2,0,1,2,Meal Plan 1,0,Room_Type 1,51,Offline,0,0,0,112.0,0,11/4/2018,Not_Canceled
67e699ef1b0fff266ff28183,2,0,2,1,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,75.0,0,5/28/2018,Not_Canceled
67e699ee1b0fff266ff21ba0,2,0,1,2,Not Selected,0,Room_Type 1,7,Online,0,0,0,120.0,0,12/30/2018,Not_Canceled
67e699ee1b0fff266ff24c00,2,0,0,4,Not Selected,0,Room_Type 1,8,Online,0,0,0,109.25,0,10/28/2017,Not_Canceled
67e699ef1b0fff266ff298f0,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,Online,0,0,0,0.0,0,12/10/2017,Not_Canceled
67e699ee1b0fff266ff23a62,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109.0,0,9/18/2017,Not_Canceled
67e699ef1b0fff266ff2968e,2,0,1,5,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,80.75,0,5/23/2018,Not_Canceled
67e699ee1b0fff266ff22079,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120.0,0,6/14/2018,Not_Canceled
67e699ef1b0fff266ff27bef,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,97.0,0,3/6/2018,Not_Canceled
67e699ef1b0fff266ff2716b,2,0,0,3,Meal Plan 1,0,Room_Type 2,46,Online,0,0,0,105.5,1,11/4/2017,Not_Canceled
67e699ef1b0fff266ff29849,1,0,1,1,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,150.0,0,11/7/2018,Canceled
67e699ef1b0fff266ff27515,2,0,2,5,Meal Plan 1,0,Room_Type 5,139,Online,0,0,0,104.21,0,4/30/2018,Not_Canceled
67e699ee1b0fff266ff23990,2,2,0,1,Meal Plan 1,0,Room_Type 6,1,Online,0,0,0,174.0,0,12/1/2018,Not_Canceled
67e699ef1b0fff266ff2575d,2,0,1,4,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,160.0,2,10/17/2018,Not_Canceled
67e699ef1b0fff266ff26da5,2,0,1,0,Not Selected,0,Room_Type 1,43,Online,0,0,0,108.0,1,10/3/2018,Canceled
67e699ef1b0fff266ff287d5,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89.0,0,11/3/2018,Canceled
67e699ee1b0fff266ff238fc,2,0,1,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,98.0,1,8/10/2017,Canceled
67e699ee1b0fff266ff22b38,2,0,2,2,Meal Plan 1,0,Room_Type 4,71,Online,0,0,0,101.87,0,10/7/2018,Canceled
67e699ef1b0fff266ff25389,2,0,2,3,Not Selected,0,Room_Type 1,48,Online,0,0,0,63.22,1,4/1/2018,Not_Canceled
67e699ef1b0fff266ff25963,3,0,1,0,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,157.0,0,5/16/2018,Canceled
67e699ef1b0fff266ff28ae2,2,0,2,5,Meal Plan 1,0,Room_Type 1,141,Online,0,0,0,129.86,3,9/19/2018,Not_Canceled
67e699ef1b0fff266ff277f5,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109.0,0,8/14/2017,Not_Canceled
67e699ef1b0fff266ff2a575,2,0,0,4,Meal Plan 2,0,Room_Type 1,296,Offline,0,0,0,117.0,1,9/21/2018,Canceled
67e699ef1b0fff266ff274ea,2,1,0,4,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,111.0,2,2/23/2018,Not_Canceled
67e699ef1b0fff266ff263a6,1,0,1,4,Meal Plan 1,0,Room_Type 1,150,Offline,0,0,0,80.0,0,1/18/2018,Not_Canceled
67e699ef1b0fff266ff28b12,1,0,0,2,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,67.22,1,2/24/2018,Not_Canceled
67e699ef1b0fff266ff28b90,1,0,1,2,Not Selected,0,Room_Type 1,11,Offline,0,0,0,54.8,0,3/7/2018,Canceled
67e699ee1b0fff266ff2376f,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,96.0,2,8/28/2017,Not_Canceled
67e699ef1b0fff266ff2a479,3,0,2,1,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,137.7,0,5/1/2018,Canceled
67e699ee1b0fff266ff22483,2,0,2,1,Meal Plan 1,0,Room_Type 1,83,Offline,0,0,0,75.0,0,5/1/2018,Not_Canceled
67e699ef1b0fff266ff2823a,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,130.0,0,6/15/2018,Canceled
67e699ef1b0fff266ff2844c,1,0,2,4,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,122.4,1,6/18/2018,Canceled
67e699ef1b0fff266ff27b5a,3,0,4,6,Meal Plan 1,0,Room_Type 4,95,Online,0,0,0,149.58,0,7/30/2018,Canceled
67e699ef1b0fff266ff2915d,2,2,1,2,Meal Plan 1,0,Room_Type 1,130,Offline,0,0,0,67.5,2,3/25/2018,Not_Canceled
67e699ef1b0fff266ff27496,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,Offline,0,0,0,121.0,0,9/30/2017,Not_Canceled
67e699ef1b0fff266ff255cc,2,0,0,3,Meal Plan 1,0,Room_Type 4,118,Online,0,0,0,118.8,1,8/2/2018,Not_Canceled
67e699ee1b0fff266ff23a07,2,0,1,1,Meal Plan 1,0,Room_Type 1,35,Offline,0,0,0,76.5,1,10/26/2017,Not_Canceled
67e699ee1b0fff266ff22071,2,0,2,1,Meal Plan 1,0,Room_Type 1,68,Offline,0,0,0,80.75,0,6/18/2018,Not_Canceled
67e699ef1b0fff266ff29a3d,2,1,0,2,Meal Plan 1,0,Room_Type 2,38,Offline,0,0,0,97.1,1,3/4/2018,Not_Canceled
67e699ef1b0fff266ff2a138,3,0,2,2,Meal Plan 1,0,Room_Type 4,50,Online,0,0,0,142.2,0,7/10/2018,Not_Canceled
67e699ee1b0fff266ff24904,2,0,0,2,Meal Plan 1,0,Room_Type 4,240,Online,0,0,0,140.4,0,9/30/2018,Canceled
67e699ef1b0fff266ff285ea,2,0,2,3,Not Selected,0,Room_Type 1,47,Online,0,0,0,79.0,2,10/2/2018,Not_Canceled
67e699ee1b0fff266ff22ecc,2,0,2,2,Not Selected,0,Room_Type 1,155,Online,0,0,0,91.38,0,7/31/2018,Canceled
67e699ee1b0fff266ff228a0,2,0,1,3,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,112.0,1,11/3/2018,Not_Canceled
67e699ef1b0fff266ff296be,2,0,2,2,Meal Plan 1,0,Room_Type 1,49,Online,0,0,0,126.9,1,7/17/2018,Not_Canceled
67e699ee1b0fff266ff22b7d,2,0,2,1,Meal Plan 1,0,Room_Type 1,202,Online,0,0,0,90.0,0,5/29/2018,Canceled
67e699ef1b0fff266ff2a2f2,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,Offline,0,0,0,130.0,0,6/7/2018,Canceled
67e699ef1b0fff266ff25a93,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,Offline,0,0,0,95.0,0,6/24/2018,Canceled
67e699ef1b0fff266ff2911b,2,1,2,1,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,127.67,0,4/16/2018,Canceled
67e699ef1b0fff266ff26a81,2,0,1,0,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,89.0,1,1/4/2018,Not_Canceled
67e699ef1b0fff266ff27fff,2,0,2,3,Meal Plan 1,0,Room_Type 1,244,Online,0,0,0,85.85,0,10/30/2018,Canceled
67e699ee1b0fff266ff227f6,2,0,2,2,Meal Plan 1,0,Room_Type 1,144,Offline,0,0,0,112.0,0,7/3/2018,Not_Canceled
67e699ef1b0fff266ff262f6,2,0,2,2,Meal Plan 1,0,Room_Type 1,157,Offline,0,0,0,80.75,2,8/28/2018,Not_Canceled
67e699ef1b0fff266ff26a0e,2,0,2,1,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,104.4,2,10/29/2018,Not_Canceled
67e699ee1b0fff266ff234f1,2,1,2,5,Meal Plan 1,0,Room_Type 1,259,Online,0,0,0,80.26,3,12/28/2018,Not_Canceled
67e699ef1b0fff266ff28ce4,1,0,2,3,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,45.0,0,9/4/2017,Not_Canceled
67e699ee1b0fff266ff24d14,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,70.0,0,10/16/2017,Canceled
67e699ee1b0fff266ff22753,2,0,0,1,Meal Plan 1,0,Room_Type 2,37,Online,0,0,0,69.53,0,2/13/2018,Not_Canceled
67e699ef1b0fff266ff29599,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,75.0,0,6/17/2018,Canceled
67e699ef1b0fff266ff2933c,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,Offline,0,0,0,90.67,1,10/7/2018,Not_Canceled
67e699ee1b0fff266ff23c02,1,0,1,1,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,85.0,0,7/18/2018,Not_Canceled
67e699ef1b0fff266ff28fe6,2,0,0,1,Meal Plan 1,0,Room_Type 1,186,Offline,0,0,0,80.0,0,4/22/2018,Not_Canceled
67e699ef1b0fff266ff261d7,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Corporate,1,0,1,65.0,0,11/25/2017,Not_Canceled
67e699ef1b0fff266ff26a00,2,0,2,2,Not Selected,0,Room_Type 1,47,Online,0,0,0,107.1,1,7/3/2018,Not_Canceled
67e699ee1b0fff266ff22990,2,0,1,1,Not Selected,0,Room_Type 1,37,Online,0,0,0,88.0,0,12/10/2018,Canceled
67e699ee1b0fff266ff2271f,2,1,1,3,Meal Plan 1,0,Room_Type 1,40,Online,0,0,0,98.1,2,3/10/2018,Not_Canceled
67e699ee1b0fff266ff2399e,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Offline,0,0,0,130.0,0,3/25/2018,Canceled
67e699ef1b0fff266ff26fab,2,1,0,2,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,92.4,3,9/8/2017,Not_Canceled
67e699ef1b0fff266ff26175,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,101.0,0,3/21/2018,Canceled
67e699ef1b0fff266ff273d8,3,0,2,3,Meal Plan 1,0,Room_Type 4,170,Online,0,0,0,130.05,2,8/11/2018,Canceled
67e699ef1b0fff266ff29fd1,2,0,2,5,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,101.51,1,11/16/2018,Not_Canceled
67e699ee1b0fff266ff233b4,2,0,1,2,Meal Plan 1,0,Room_Type 1,107,Online,0,0,0,111.3,1,8/5/2018,Not_Canceled
67e699ef1b0fff266ff2a0d7,2,0,0,2,Meal Plan 1,0,Room_Type 1,88,Corporate,0,0,0,90.0,1,10/7/2018,Not_Canceled
67e699ef1b0fff266ff287c7,2,0,1,3,Not Selected,0,Room_Type 1,115,Online,0,0,0,89.25,0,5/2/2018,Canceled
67e699ef1b0fff266ff2724b,2,0,0,4,Meal Plan 1,0,Room_Type 1,157,Online,0,0,0,107.95,0,7/6/2018,Canceled
67e699ef1b0fff266ff27a7a,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120.0,0,6/14/2018,Not_Canceled
67e699ef1b0fff266ff266d6,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,80.0,0,8/23/2017,Not_Canceled
67e699ef1b0fff266ff25dda,2,0,1,1,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,126.9,1,6/20/2018,Not_Canceled
67e699ef1b0fff266ff25357,2,0,2,2,Meal Plan 1,1,Room_Type 1,31,Corporate,1,0,2,77.0,0,11/13/2018,Not_Canceled
67e699ee1b0fff266ff2476f,3,0,0,4,Meal Plan 1,0,Room_Type 4,30,Online,0,0,0,117.3,1,3/2/2018,Not_Canceled
67e699ef1b0fff266ff28987,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,10/2/2017,Not_Canceled
67e699ef1b0fff266ff25ace,2,0,2,3,Meal Plan 2,0,Room_Type 1,106,Offline,0,0,0,105.0,0,5/21/2018,Not_Canceled
67e699ee1b0fff266ff21b8a,2,0,2,0,Not Selected,1,Room_Type 1,37,Online,0,0,0,78.5,1,2/14/2018,Not_Canceled
67e699ee1b0fff266ff222ef,2,2,2,2,Meal Plan 1,0,Room_Type 5,55,Online,0,0,0,129.6,0,10/21/2018,Not_Canceled
67e699ee1b0fff266ff23bdd,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,Offline,0,0,0,115.0,0,4/19/2018,Canceled
67e699ee1b0fff266ff23d80,2,0,2,2,Meal Plan 1,0,Room_Type 4,38,Online,0,0,0,103.95,0,3/20/2018,Not_Canceled
67e699ee1b0fff266ff2355c,2,0,1,0,Not Selected,0,Room_Type 1,48,Offline,0,0,0,80.4,0,4/24/2018,Not_Canceled
67e699ee1b0fff266ff2244d,2,0,0,3,Not Selected,0,Room_Type 1,128,Online,0,0,0,94.5,1,8/3/2018,Not_Canceled
67e699ef1b0fff266ff27bbf,2,0,1,2,Meal Plan 1,0,Room_Type 1,104,Online,0,0,0,129.6,2,9/2/2018,Not_Canceled
67e699ef1b0fff266ff28dec,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,118.15,0,7/11/2018,Not_Canceled
67e699ef1b0fff266ff2a42d,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,Offline,0,0,0,105.0,0,10/30/2018,Canceled
67e699ef1b0fff266ff26445,2,0,0,2,Not Selected,0,Room_Type 1,11,Online,0,0,0,115.0,0,4/15/2018,Not_Canceled
67e699ef1b0fff266ff260b4,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,6/6/2018,Not_Canceled
67e699ef1b0fff266ff2a1c8,2,0,2,5,Meal Plan 1,0,Room_Type 4,50,Online,0,0,0,83.66,1,2/22/2018,Canceled
67e699ee1b0fff266ff21e23,2,0,0,1,Not Selected,0,Room_Type 1,38,Online,0,0,0,76.23,1,9/2/2018,Not_Canceled
67e699ef1b0fff266ff2836d,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,120.0,0,6/20/2018,Canceled
67e699ef1b0fff266ff27876,2,0,1,4,Meal Plan 1,0,Room_Type 4,62,Online,0,0,0,112.2,0,4/11/2018,Not_Canceled
67e699ef1b0fff266ff2a64a,2,0,0,3,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,73.03,1,3/8/2018,Not_Canceled
67e699ef1b0fff266ff285a8,2,0,2,3,Meal Plan 1,0,Room_Type 1,256,Online,0,0,0,100.75,0,10/16/2018,Canceled
67e699ee1b0fff266ff22a3a,3,0,1,3,Meal Plan 1,0,Room_Type 4,110,Online,0,0,0,138.55,2,7/7/2018,Not_Canceled
67e699ee1b0fff266ff246b4,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,65.0,1,10/12/2017,Not_Canceled
67e699ef1b0fff266ff26426,2,1,0,2,Meal Plan 1,1,Room_Type 1,91,Online,0,0,0,148.5,1,8/3/2018,Not_Canceled
67e699ef1b0fff266ff28532,2,0,1,3,Meal Plan 1,1,Room_Type 4,10,Online,0,0,0,136.0,1,12/28/2017,Not_Canceled
67e699ee1b0fff266ff2283c,1,0,0,1,Meal Plan 1,1,Room_Type 1,28,Corporate,0,0,0,67.0,0,7/14/2018,Not_Canceled
67e699ee1b0fff266ff24260,1,0,1,1,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,98.0,0,12/3/2018,Not_Canceled
67e699ee1b0fff266ff23680,1,0,0,1,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,121.5,0,5/21/2018,Canceled
67e699ef1b0fff266ff27ee5,2,0,0,2,Meal Plan 1,0,Room_Type 1,49,Online,0,0,0,69.22,1,1/15/2018,Not_Canceled
67e699ef1b0fff266ff2714e,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,120.0,0,6/20/2018,Canceled
67e699ef1b0fff266ff2a2b5,2,0,1,2,Not Selected,0,Room_Type 1,54,Online,0,0,0,88.2,0,3/18/2018,Canceled
67e699ef1b0fff266ff27929,2,3,0,3,Meal Plan 2,0,Room_Type 6,3,Online,0,0,0,253.67,2,3/30/2018,Not_Canceled
67e699ef1b0fff266ff268e9,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,100.0,0,6/5/2018,Canceled
67e699ee1b0fff266ff239c0,2,0,2,1,Not Selected,0,Room_Type 1,86,Online,0,0,0,76.5,1,4/2/2018,Canceled
67e699ef1b0fff266ff25347,2,0,2,4,Meal Plan 1,0,Room_Type 1,165,Offline,0,0,0,72.25,2,7/31/2018,Canceled
67e699ee1b0fff266ff24cd2,2,0,2,0,Meal Plan 1,0,Room_Type 1,2,Complementary,0,0,0,0.0,1,7/10/2018,Not_Canceled
67e699ef1b0fff266ff27387,2,0,0,3,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,129.67,1,4/12/2018,Not_Canceled
67e699ee1b0fff266ff2309d,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,67.5,1,1/23/2018,Not_Canceled
67e699ee1b0fff266ff22c25,2,1,1,3,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,127.44,1,9/5/2018,Not_Canceled
67e699ef1b0fff266ff2896e,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,75.0,0,4/6/2018,Canceled
67e699ef1b0fff266ff28b6d,2,0,2,4,Not Selected,0,Room_Type 1,1,Online,0,0,0,81.0,0,8/8/2017,Not_Canceled
67e699ee1b0fff266ff24827,2,0,0,1,Not Selected,0,Room_Type 1,131,Online,0,0,0,103.5,1,7/7/2018,Not_Canceled
67e699ee1b0fff266ff21fa1,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,Online,0,0,0,120.0,0,9/15/2018,Canceled
67e699ef1b0fff266ff2750e,2,0,2,4,Meal Plan 1,0,Room_Type 4,209,Online,0,0,0,72.75,1,7/2/2018,Not_Canceled
67e699ee1b0fff266ff222cd,1,0,1,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,149.0,2,9/19/2018,Not_Canceled
67e699ef1b0fff266ff26c0d,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,93.0,0,2/27/2018,Not_Canceled
67e699ef1b0fff266ff26109,3,0,2,1,Meal Plan 1,0,Room_Type 1,89,Offline,0,0,0,127.33,0,9/25/2018,Canceled
67e699ef1b0fff266ff28049,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,Offline,0,0,0,108.0,0,9/4/2017,Canceled
